Id,Squarefoot,Bathrooms,Bedrooms,SalePrice
2338,11830,3,3,186760.208
2339,10612,2,3,177733.7819
2340,12291,3,1,164430.3912
2341,9965,5,3,185299.6016
2342,8847,3,3,186414.0123
2343,8251,3,3,176401.9211
2344,9605,3,3,182381.3226
2345,8778,3,3,176334.1847
2346,8640,2,3,184901.7358
2347,9000,2,3,180085.7669
2348,8640,3,3,184901.7358
2349,10411,3,3,183967.5615
2350,12217,4,3,193046.3016
2351,10440,2,2,168538.9695
2352,11824,2,2,170157.842
2353,10625,3,4,196559.7093
2354,7500,2,3,177133.7094
2355,7500,2,3,181553.2796
2356,12450,2,3,185770.6066
2357,7441,2,3,177017.5951
2358,11613,3,3,184123.3585
2359,8012,2,2,165970.3575
2360,6285,2,2,158151.985
2361,7476,3,3,177086.4764
2362,19522,4,3,196373.8962
2363,10751,2,2,172465.7071
2364,12712,2,2,168590.7824
2365,4379,3,2,158820.4742
2366,3523,3,2,151611.3706
2367,3784,3,2,152125.0286
2368,3606,3,2,158404.0731
2369,5330,3,2,160692.0786
2370,2280,4,3,170175.2268
2371,2117,3,3,169854.4366
2372,7321,2,3,183410.7858
2373,8010,4,3,180347.194
2374,8413,4,3,178930.5284
2375,9466,3,1,153346.2201
2376,12000,4,3,182675.2043
2377,17778,3,2,180770.6498
2378,11700,3,3,188714.1481
2379,8000,4,4,191393.6086
2380,8723,2,3,174016.1575
2381,11700,3,3,183189.6853
2382,11358,2,3,183621.5088
2383,9547,2,2,168991.2964
2384,10530,4,3,185306.6507
2385,10738,3,3,189030.6803
2386,10800,2,3,179208.6657
2387,8050,2,3,174901.4528
2388,10899,2,2,168337.4065
2389,7450,1,2,158234.9646
2390,14357,2,2,179562.4534
2391,8243,1,3,174176.3916
2392,8680,1,3,173931.5318
2393,8800,3,3,184111.7294
2394,9200,2,3,179374.482
2395,8800,3,5,207348.8119
2396,11382,2,3,186983.4193
2397,22002,3,3,206779.094
2398,12172,1,2,177472.0747
2399,5000,2,2,156727.9483
2400,3500,2,2,157090.5685
2401,5175,1,2,160387.0327
2402,9600,2,2,172410.2801
2403,8668,2,4,191603.3657
2404,10050,3,3,182152.2072
2405,9600,2,3,180161.6973
2406,8760,2,2,169652.2353
2407,6860,2,3,182503.5201
2408,8250,2,3,179714.6307
2409,9100,1,3,180282.5707
2410,9736,1,4,192600.3381
2411,9770,2,2,166115.4912
2412,12198,1,3,186379.5535
2413,10050,2,3,184361.9923
2414,11556,2,3,186220.9655
2415,8078,2,4,198176.4709
2416,10950,1,2,168437.7765
2417,7942,2,3,178003.5823
2418,8540,2,3,179180.4692
2419,7150,2,4,191930.5611
2420,8400,2,3,175590.2662
2421,9532,2,3,176713.1931
2422,15783,1,2,180159.0909
2423,14190,2,3,188090.1008
2424,12099,2,3,186184.7177
2425,21281,4,4,223055.5887
2426,10284,3,1,158270.7531
2427,10800,2,3,184733.1285
2428,10090,3,4,199926.379
2429,8700,2,3,175075.7852
2430,8300,2,3,180917.9251
2431,7200,2,3,182067.7606
2432,7500,2,3,178238.6019
2433,7315,2,3,173454.9446
2434,7903,3,3,176821.9363
2435,8000,2,3,183642.1913
2436,7000,1,3,177254.5827
2437,6600,1,2,168715.9501
2438,6760,2,3,180096.9312
2439,6978,1,2,160620.7282
2440,6000,1,3,175286.5444
2441,4480,2,2,153494.7833
2442,3153,1,2,156407.6592
2443,7200,1,2,162162.5252
2444,9000,1,2,166809.8868
2445,5925,1,3,172929.1564
2446,9639,3,4,193514.3309
2447,10337,3,3,181612.1416
2448,9863,3,4,191745.3864
2449,4571,1,3,171369.325
2450,8398,2,3,184425.4706
2451,3600,2,3,170563.2524
2452,13500,2,3,184522.3692
2453,8626,1,2,164968.9479
2454,11800,2,1,157939.6216
2455,6854,2,1,151520.3816
2456,8674,2,3,176129.5087
2457,6125,2,3,171112.979
2458,6000,2,3,169762.0816
2459,6120,1,2,162246.8289
2460,6240,3,3,171339.3034
2461,6240,2,4,189034.7537
2462,6240,1,3,175758.8736
2463,6120,2,2,163351.7215
2464,7755,3,4,189806.5466
2465,8850,1,3,175370.9909
2466,8550,1,4,196895.5999
2467,5700,3,3,176905.918
2468,5680,2,3,176866.5572
2469,5680,1,2,163590.6772
2470,13200,3,5,212693.503
2471,9780,2,4,192686.9317
2472,10320,2,3,181578.685
2473,4330,3,3,166475.4576
2474,10320,2,3,185998.2552
2475,12888,3,3,185527.7149
2476,4484,2,2,159027.1182
2477,11235,2,3,181169.6549
2478,11235,2,2,176732.9153
2479,14299,2,3,191619.2946
2480,14149,3,3,189114.3038
2481,11677,2,3,180934.6353
2482,8425,2,2,164573.3722
2483,8665,1,3,173902.0113
2484,8398,2,2,165625.1277
2485,8169,2,3,179555.2196
2486,14175,2,3,196899.7207
2487,16779,3,4,207566.1247
2488,6960,2,2,163899.9811
2489,11375,1,3,189179.4282
2490,13770,2,3,193892.88
2491,9000,1,3,178980.8743
2492,11075,2,3,179749.8762
2493,17541,2,3,197999.675
2494,22692,2,3,203717.4703
2495,17808,1,2,185249.2612
2496,12671,3,4,201691.2083
2497,10512,2,3,181956.5483
2498,5400,2,3,171895.9363
2499,11515,1,3,187245.1684
2500,3869,2,2,157816.7746
2501,9280,2,4,191702.9126
2502,11100,2,4,198599.42
2503,7550,2,4,187193.3137
2504,23920,2,4,220514.994
2505,9317,4,3,181814.5276
2506,9178,2,3,183750.7554
2507,10481,3,3,183000.4317
2508,10235,2,3,185830.9719
2509,11750,2,3,185497.8723
2510,8760,2,3,179613.4377
2511,7242,2,2,164454.968
2512,9316,3,3,185127.2372
2513,8883,4,3,178750.6138
2514,20064,3,0,160927.6104
2515,14217,2,3,192562.8081
2516,10021,4,3,180990.2415
2517,8428,2,3,180064.9415
2518,16561,3,3,196070.9974
2519,10820,3,3,180352.919
2520,12352,4,3,183367.9538
2521,9543,3,3,176734.8415
2522,8826,4,3,180848.2208
2523,11800,1,3,187806.0594
2524,8660,2,3,180521.5264
2525,9720,2,3,181502.7545
2526,8982,2,3,174525.8794
2527,16300,2,3,188927.9841
2528,9675,1,3,184728.8704
2529,7200,2,3,179857.9755
2530,7200,1,3,180962.8681
2531,11354,3,3,179194.0664
2532,8749,4,3,179591.7893
2533,8158,3,3,180638.4637
2534,11927,2,3,185846.2151
2535,12728,4,4,195174.0311
2536,15295,4,3,192474.5683
2537,17227,3,1,164200.5955
2538,8145,3,3,178403.0941
2539,8769,3,2,170774.8402
2540,8334,2,3,179879.9459
2541,8333,3,3,177668.1928
2542,9045,3,3,180174.3286
2543,9825,2,2,170643.3036
2544,8308,1,2,165448.0043
2545,16287,2,3,195531.7549
2546,8240,1,2,165314.1777
2547,6285,2,3,172532.7577
2548,9555,3,5,203310.2181
2549,7023,4,3,175090.0625
2550,39290,5,2,230841.3386
2551,3675,2,2,155225.1901
2552,6400,2,2,168322.3424
2553,6882,2,2,165956.2593
2554,8741,2,4,193956.8176
2555,10042,2,2,171070.3679
2556,8172,1,2,166285.2436
2557,8172,2,3,182875.8013
2558,10890,4,6,218108.5368
2559,7223,1,3,174378.7776
2560,6821,2,2,164731.3164
2561,4000,2,2,156969.6951
2562,6720,1,3,173388.8543
2563,7155,1,3,177559.6287
2564,7230,3,4,194297.7893
2565,13108,2,2,174894.5884
2566,7810,2,4,196544.1441
2567,6221,2,3,179036.1585
2568,25485,2,3,211423.9865
2569,21579,3,3,208156.3989
2570,1782,1,2,159233.9413
2571,17871,2,4,210820.1151
2572,3907,2,1,140196.1098
2573,20693,2,3,198678.4691
2574,18044,3,2,186818.6108
2575,7000,1,3,175044.7976
2576,7288,2,3,180031.1629
2577,9060,2,3,176889.1715
2578,3672,1,2,159638.8562
2579,11067,1,1,154287.2644
2580,8250,2,4,191885.6182
2581,6565,2,3,177503.3786
2582,6060,1,2,166548.3168
2583,5568,4,2,164475.1494
2584,12150,3,2,167484.7449
2585,10000,2,3,188683.1606
2586,12864,3,1,162243.3995
2587,9928,3,3,180807.2139
2588,8750,2,3,176279.0796
2589,8410,2,2,163438.9591
2590,4054,3,2,161495.5394
2591,19958,3,4,216032.3037
2592,8368,2,3,176632.1815
2593,8298,2,2,168743.0016
2594,10331,3,3,183810.1185
2595,6718,2,2,156794.3605
2596,11305,3,2,169136.4301
2597,7777,2,3,183203.3188
2598,11800,5,5,213252.9269
2599,12633,2,3,190550.3279
2600,43500,1,2,234707.2099
2601,6710,3,0,135751.3189
2602,1504,2,3,164228.4589
2603,1533,2,2,153219.437
2604,1495,2,3,164210.7465
2605,1890,2,3,163883.2291
2606,9129,2,1,154892.7763
2607,15957,4,3,197092.0873
2608,33983,3,3,228148.3764
2609,8286,3,3,178680.5875
2610,6723,2,2,165643.3412
2611,27697,1,3,222406.6427
2612,11000,3,3,184021.8436
2613,11625,2,2,170871.0949
2614,10447,2,3,189562.8737
2615,11027,3,2,170591.885
2616,10533,2,2,172934.3517
2617,11765,2,3,186425.0699
2618,39384,3,1,218648.1311
2619,11727,2,3,183035.6068
2620,8238,4,3,178378.9061
2621,13041,3,3,184516.7166
2622,9783,3,3,181419.5253
2623,13128,3,4,196858.9234
2624,13751,4,3,189228.7015
2625,13108,3,4,208973.3808
2626,8076,3,3,180269.869
2627,3701,2,2,159488.7137
2628,16023,5,3,191490.2995
2629,18062,4,5,228684.2451
2630,12292,3,4,201842.9987
2631,16052,4,4,209242.8229
2632,15922,4,4,202357.6226
2633,8147,3,2,168238.6122
2634,18261,4,3,202524.1247
2635,10464,2,2,170588.7719
2636,10530,3,4,198375.3151
2637,9927,2,2,170636.8279
2638,9512,4,3,181991.0795
2639,10530,3,3,183994.5425
2640,10000,2,3,182951.4822
2641,7200,2,3,174126.2972
2642,8773,3,2,170575.4967
2643,2760,2,3,175332.2399
2644,2160,2,3,167522.0615
2645,1890,2,3,168095.5837
2646,1680,2,2,154406.4156
2647,1680,2,3,170996.9733
2648,4043,3,2,159056.8902
2649,7514,2,3,181373.6165
2650,2280,3,2,152272.561
2651,2179,3,3,168664.3468
2652,16387,4,4,211007.0083
2653,16163,2,2,182909.515
2654,12228,2,4,203926.8294
2655,14780,3,2,179082.8254
2656,13975,3,4,206260.0998
2657,9942,4,3,181732.4434
2658,12867,3,3,189698.7407
2659,10672,3,4,203074.3468
2660,11643,4,4,201670.6344
2661,13758,3,2,173756.8126
2662,14828,3,2,181387.0764
2663,13215,4,3,184859.1553
2664,5911,3,2,158313.6157
2665,7740,3,1,151951.9554
2666,6373,3,2,162537.527
2667,10237,3,3,178998.3371
2668,10237,3,3,186732.5849
2669,11660,2,3,187323.3184
2670,11631,3,4,199437.2328
2671,9073,3,3,185546.6809
2672,3087,3,2,161595.0158
2673,2938,3,2,154672.4228
2674,3072,3,2,159355.7101
2675,3010,2,2,155919.0141
2676,9171,3,3,182424.871
2677,8658,3,3,178100.5896
2678,12104,4,4,202577.9
2679,9660,4,3,177862.7789
2680,9545,4,3,182056.0247
2681,9233,4,4,191403.1992
2682,10019,3,4,196264.755
2683,17242,5,4,209375.0034
2684,10236,4,4,196691.8193
2685,12585,4,3,192458.4315
2686,12447,3,3,182242.8093
2687,15218,4,2,183259.5039
2688,10936,2,3,188108.2437
2689,8640,2,2,171418.6402
2690,13162,5,3,194698.8822
2691,8125,3,3,174841.8401
2692,7733,2,3,172965.4765
2693,11024,2,3,189386.3237
2694,13072,2,3,185682.6183
2695,7800,3,3,176412.0127
2696,7632,3,3,174976.4897
2697,8304,3,3,180718.5817
2698,9370,4,3,186131.1882
2699,7175,3,2,165220.7864
2700,7175,2,2,164115.8938
2701,9019,3,3,182125.7291
2702,9100,2,3,182285.1402
2703,8927,2,4,196325.4422
2704,9240,1,2,164865.2153
2705,9308,1,3,182694.4922
2706,8450,1,3,185425.4855
2707,8638,2,2,171414.7041
2708,13052,2,3,183433.4725
2709,8020,1,3,176844.9812
2710,8789,1,3,180568.1878
2711,14330,5,3,185948.6255
2712,11025,4,3,189388.2917
2713,3628,2,1,142754.4892
2714,2544,3,2,156106.8008
2715,2998,3,2,155895.3976
2716,4447,3,2,159851.9777
2717,8314,3,3,185157.8323
2718,7180,2,3,180716.2917
2719,13110,3,2,176901.094
2720,10140,3,3,181017.2225
2721,9600,2,3,183269.1594
2722,8640,3,4,193550.8301
2723,9360,2,2,170625.8427
2724,8400,2,3,182012.4059
2725,9759,2,3,179162.5073
2726,9600,2,3,183269.1594
2727,8800,3,3,180589.8362
2728,10368,3,3,181465.9352
2729,9350,2,4,196053.0299
2730,10800,2,3,183421.0203
2731,8550,2,2,167926.8391
2732,9724,1,2,168027.531
2733,9600,2,3,182164.2669
2734,10858,2,2,172469.0716
2735,9600,2,3,181059.3743
2736,9462,2,3,182997.5701
2737,9888,1,2,166140.5042
2738,8917,2,4,198515.5469
2739,12700,2,3,193789.6485
2740,9723,1,2,173550.0257
2741,8400,2,3,176487.9432
2742,9610,2,3,188813.3026
2743,10000,2,3,178531.912
2744,10152,2,3,182145.7315
2745,8092,2,3,179196.465
2746,12778,2,2,169618.3499
2747,10170,2,2,170010.1687
2748,7700,1,3,181739.6717
2749,11050,1,2,172846.935
2750,13600,3,3,195560.883
2751,15428,2,2,180358.1143
2752,21299,3,3,211817.7028
2753,13300,2,2,176170.1287
2754,22136,5,5,234492.2483
2755,7500,2,3,182450.9565
2756,10410,1,2,174902.0681
2757,10914,1,2,173684.1743
2758,7008,1,1,147196.6737
2759,7200,2,3,175231.1897
2760,10818,2,4,193417.6474
2761,10184,2,3,183313.6012
2762,9510,2,3,180882.2508
2763,10800,3,3,186735.698
2764,11650,2,2,172922.8654
2765,18275,4,3,202551.6772
2766,12144,2,3,190485.6341
2767,8544,2,2,173439.4936
2768,8512,2,4,196613.5988
2769,7000,1,3,178152.2597
2770,7400,2,3,174519.9048
2771,7000,2,3,172627.7969
2772,7000,2,3,173732.6895
2773,9856,2,5,209219.8448
2774,9600,2,3,181059.3743
2775,5520,1,4,188515.443
2776,9600,2,3,182164.2669
2777,6451,2,4,188137.9016
2778,3960,1,2,158893.5431
2779,7745,2,4,189579.6507
2780,7741,1,2,165229.8035
2781,5633,1,2,162186.0712
2782,7200,1,2,166374.8799
2783,7614,1,2,161665.185
2784,6000,2,3,175079.3288
2785,6000,2,5,203840.874
2786,7830,2,1,152129.0789
2787,9576,2,3,181012.1414
2788,5747,1,2,161305.535
2789,6300,2,5,203326.393
2790,5976,2,2,168385.5711
2791,9750,1,3,183564.3652
2792,4761,1,2,163784.6194
2793,11737,1,2,171989.1922
2794,6120,2,3,180839.9562
2795,6120,1,3,170895.9232
2796,11672,1,2,174071.0548
2797,33120,2,5,259423.8591
2798,10320,2,3,188000.8247
2799,7518,1,3,179171.7036
2800,9000,1,2,171022.2414
2801,7200,1,3,174126.2972
2802,12375,2,3,187625.5733
2803,11136,2,4,199567.9464
2804,21370,1,3,205328.0782
2805,8250,1,2,166231.535
2806,5220,1,2,154743.9161
2807,5500,3,2,159714.537
2808,11327,2,3,185563.0691
2809,10366,2,2,171500.7967
2810,9000,2,3,180983.4438
2811,9535,3,3,183141.2369
2812,7176,2,3,178498.6345
2813,9662,2,6,224323.7105
2814,8235,2,6,218200.6421
2815,17529,1,2,182283.1778
2816,20355,2,2,190054.6392
2817,13050,2,1,160192.4539
2818,10820,2,2,171289.3936
2819,1700,4,2,151131.0987
2820,9375,2,3,181721.4582
2821,6488,1,3,172725.0539
2822,19950,2,4,222438.6991
2823,19800,4,5,235419.3734
2824,11679,3,3,185150.926
2825,12048,1,3,184772.2396
2826,10519,2,3,180658.2164
2827,9525,2,5,209673.3166
2828,12128,3,4,205939.8106
2829,9069,4,2,165633.5733
2830,11003,3,3,186030.3172
2831,7488,2,2,160312.3196
2832,13377,3,3,190702.4403
2833,11645,4,2,175122.8103
2834,10984,3,3,183783.1394
2835,9316,2,3,178290.6663
2836,9316,3,3,181605.344
2837,12000,3,3,187992.4514
2838,13015,2,3,188885.1178
2839,12438,3,3,189959.3448
2840,8685,3,3,179258.6192
2841,9272,3,3,181518.7503
2842,13426,4,3,193008.6592
2843,8340,2,3,186313.8939
2844,10385,3,3,181499.3919
2845,7200,1,3,174126.2972
2846,9930,3,3,183918.6121
2847,9468,4,3,184114.2709
2848,11088,3,1,158540.9478
2849,8726,3,4,197034.7591
2850,10566,4,3,185170.2845
2851,21533,3,4,221134.5336
2852,11250,4,3,184306.6376
2853,11250,4,4,199792.3027
2854,4435,2,1,143237.8036
2855,8810,3,3,177294.8389
2856,8581,3,3,182368.6209
2857,8400,3,3,176487.9432
2858,8772,3,3,183849.4088
2859,8777,3,3,184964.1415
2860,7840,4,4,196395.9696
2861,16133,2,2,188374.9367
2862,7162,3,3,176261.2968
2863,8050,2,2,163628.1422
2864,11060,3,3,180618.0326
2865,3675,2,2,161647.3298
2866,2522,2,3,167129.5989
2867,6956,1,3,174750.9884
2868,7822,2,3,177560.2021
2869,8707,2,4,192577.7961
2870,16012,3,3,199202.899
2871,8248,1,3,182818.1567
2872,8088,1,1,148217.2625
2873,11388,1,3,188997.7971
2874,10890,3,3,185807.9289
2875,6430,2,3,177030.4778
2876,7000,2,3,175942.4746
2877,4899,1,3,172912.5186
2878,9399,2,4,198359.2489
2879,10164,2,3,184379.133
2880,6191,1,4,194255.5669
2881,21780,2,3,209449.6516
2882,12400,2,2,169979.324
2883,8170,2,4,188206.2819
2884,12320,2,3,186412.4386
2885,14210,2,3,196761.3864
2886,15600,3,4,208353.2696
2887,7288,2,2,166548.0672
2888,7000,2,3,175942.4746
2889,8534,1,2,166790.4579
2890,7030,1,2,160515.8506
2891,9060,2,4,192167.6211
2892,12366,1,2,178751.5511
2893,9000,2,4,198678.8941
2894,8520,1,2,164553.1203
2895,5748,4,2,156887.9329
2896,3842,4,2,164185.7773
2897,23580,3,3,212992.1206
2898,8385,2,4,197468.5505
2899,9116,2,3,180106.8437
2900,11080,3,3,183972.0711
2901,50102,2,2,245283.1983
2902,8098,3,2,170351.9634
2903,13618,3,3,195596.3077
2904,11577,3,3,189369.7563
2905,31250,2,3,223667.4046
2906,7020,4,2,169335.3106
2907,2665,2,3,167411.0284
2908,10172,2,3,187709.555
2909,11836,2,4,196526.003
2910,1470,2,1,137402.5699
2911,1484,2,3,165086.7751
2912,13384,2,3,188506.4314
2913,1533,2,3,172917.4568
2914,1526,2,3,166274.3252
2915,1936,2,3,167081.2209
2916,1894,2,3,164788.7782
2917,20000,2,4,219222.4234
2918,10441,2,3,184924.2797
2919,9627,3,3,187741.8667
